0.02,1.047680622
0.04,-1.489170354
0.06,1.07557733
0.08,-0.05872904278
0.1,-0.9635254916
0.12,1.404451213
0.14,-1.031884146
0.16,0.0935836658
0.18,0.8449114203
0.2,-1.244949142
0.22,0.9100708721
0.24,-0.08428897355
0.26,-0.7168868401
0.28,1.029171996
0.3,-0.7135254916
0.32,0.01725969011
0.34,0.6040988474
0.36,-0.7816613087
0.38,0.4552947121
0.4,0.1122569941
0.42,-0.5272264584
0.44,0.5296364057
0.46,-0.1564811768
0.48,-0.2992904845
0.5,0.5
0.52,-0.2992904845
0.54,-0.1564811768
0.56,0.5296364057
0.58,-0.5272264584
0.6,0.1122569941
0.62,0.4552947121
0.64,-0.7816613087
0.66,0.6040988474
0.68,0.01725969011
0.7,-0.7135254916
0.72,1.029171996
0.74,-0.7168868401
0.76,-0.08428897355
0.78,0.9100708721
0.8,-1.244949142
0.82,0.8449114203
0.84,0.0935836658
0.86,-1.031884146
0.88,1.404451213
0.9,-0.9635254916
0.92,-0.05872904278
0.94,1.07557733
0.96,-1.489170354
0.98,1.047680622
1,0
1.02,-1.047680622
1.04,1.489170354
1.06,-1.07557733
1.08,0.05872904278
1.1,0.9635254916
1.12,-1.404451213
1.14,1.031884146
1.16,-0.0935836658
1.18,-0.8449114203
1.2,1.244949142
1.22,-0.9100708721
1.24,0.08428897355
1.26,0.7168868401
1.28,-1.029171996
1.3,0.7135254916
1.32,-0.01725969011
1.34,-0.6040988474
1.36,0.7816613087
1.38,-0.4552947121
1.4,-0.1122569941
1.42,0.5272264584
1.44,-0.5296364057
1.46,0.1564811768
1.48,0.2992904845
1.5,-0.5
1.52,0.2992904845
1.54,0.1564811768
1.56,-0.5296364057
1.58,0.5272264584
1.6,-0.1122569941
1.62,-0.4552947121
1.64,0.7816613087
1.66,-0.6040988474
1.68,-0.01725969011
1.7,0.7135254916
1.72,-1.029171996
1.74,0.7168868401
1.76,0.08428897355
1.78,-0.9100708721
1.8,1.244949142
1.82,-0.8449114203
1.84,-0.0935836658
1.86,1.031884146
1.88,-1.404451213
1.9,0.9635254916
1.92,0.05872904278
1.94,-1.07557733
1.96,1.489170354
1.98,-1.047680622
2,0
2.02,1.047680622
2.04,-1.489170354
2.06,1.07557733
2.08,-0.05872904278
2.1,-0.9635254916
2.12,1.404451213
2.14,-1.031884146
2.16,0.0935836658
2.18,0.8449114203
2.2,-1.244949142
2.22,0.9100708721
2.24,-0.08428897355
2.26,-0.7168868401
2.28,1.029171996
2.3,-0.7135254916
2.32,0.01725969011
2.34,0.6040988474
2.36,-0.7816613087
2.38,0.4552947121
2.4,0.1122569941
2.42,-0.5272264584
2.44,0.5296364057
2.46,-0.1564811768
2.48,-0.2992904845
2.5,0.5
2.52,-0.2992904845
2.54,-0.1564811768
2.56,0.5296364057
2.58,-0.5272264584
2.6,0.1122569941
2.62,0.4552947121
2.64,-0.7816613087
2.66,0.6040988474
2.68,0.01725969011
2.7,-0.7135254916
2.72,1.029171996
2.74,-0.7168868401
2.76,-0.08428897355
2.78,0.9100708721
2.8,-1.244949142
2.82,0.8449114203
2.84,0.0935836658
2.86,-1.031884146
2.88,1.404451213
2.9,-0.9635254916
2.92,-0.05872904278
2.94,1.07557733
2.96,-1.489170354
2.98,1.047680622
3,0
3.02,-1.047680622
3.04,1.489170354
3.06,-1.07557733
3.08,0.05872904278
3.1,0.9635254916
3.12,-1.404451213
3.14,1.031884146
3.16,-0.0935836658
3.18,-0.8449114203
3.2,1.244949142
3.22,-0.9100708721
3.24,0.08428897355
3.26,0.7168868401
3.28,-1.029171996
3.3,0.7135254916
3.32,-0.01725969011
3.34,-0.6040988474
3.36,0.7816613087
3.38,-0.4552947121
3.4,-0.1122569941
3.42,0.5272264584
3.44,-0.5296364057
3.46,0.1564811768
3.48,0.2992904845
3.5,-0.5
3.52,0.2992904845
3.54,0.1564811768
3.56,-0.5296364057
3.58,0.5272264584
3.6,-0.1122569941
3.62,-0.4552947121
3.64,0.7816613087
3.66,-0.6040988474
3.68,-0.01725969011
3.7,0.7135254916
3.72,-1.029171996
3.74,0.7168868401
3.76,0.08428897355
3.78,-0.9100708721
3.8,1.244949142
3.82,-0.8449114203
3.84,-0.0935836658
3.86,1.031884146
3.88,-1.404451213
3.9,0.9635254916
3.92,0.05872904278
3.94,-1.07557733
3.96,1.489170354
3.98,-1.047680622
4,0